sentence_id,span_start,span_end,span_tokens,category,failure_mode,notes,context
436,22,25,combate à tais políticas,sintatico_discursivo,,,"Somado à falta de competência regulamentar e de bom senso governamental , no trato do assunto , criou-se uma verdadeira atmosfera de combate à tais políticas afirmativas relegando o questionamento principal ( inclusão social ) a segundo plano ."
2033,3,18,"um país com quase metade de sua população negra , somente 2% esteja nas universidades .",sintatico_discursivo,,,"É inaceitável que um país com quase metade de sua população negra , somente 2% esteja nas universidades . A política de cotas no Brasil é uma maneira de introduzir os negros nas universidades ."
1259,10,10,sim,ortografia_lexical,,,"A falta de cultura limita muito conhecimento , mas ainda sim assim tem o entendimento que a morte de Bin Laden não foi correta , não deixou com a consciência limpa quando foi praticado , simplimente simplesmente acarretou um peso que irão carregar nas costas que não permite ficar com a alma limpa ."
3170,34,35,"XXI ,",ortografia_lexical,,,"As visões do meio familiar em relação a à mudança dos casais homem e mulher para a agregação dos casais homoafetivos é mais aceitável na geração em que vivemos do que antes do seculo XXI , entre os jovens XXI ."
1130,7,7,Porém,ortografia_acento,,,"Por enquanto mentir não é crime , Porém nossa consciência às vezez é mais cruel com nós mesmos do que qualquer castigo já conhecido pela humanidade ."
231,8,8,pêlos,ortografia_acento,,,"Hormônios fervendo no corpo , pele impregnada de pêlos pelos , emoções exacerbadas , aumento da responsabilidade , decisões profissionais , incompreendidos e agora alcoólatras ."
1500,40,40,extendida,ortografia_lexical,,,"À juventude pobre pobre , lhe é negado o acesso a direitos fundamentais , o que sustenta a criação de mecanismos para que possa realizar plenamente sua cidadania , como é o caso da meia-entrada , que poderia inclusive ser extendida estendida a todas as pessoas beneficiadas por programas sociais como o Bolsa Família ."
2538,28,28,a,crase_preposicao,,,"Por outro lado , os ambientalistas criticam as pesquisas , a industrialização e a comercialização desses organismos , dizendo que os mesmos trazem riscos a à saúde e a à biodiversidade , promovendo o aumento de alergias e até mesmo células cancerígenas no organismo dos seres humanos e causando a infertilidade dos solos , a solos e a criação de superpragas , levando o devido ao aumento anual de substâncias inseticidas ."
2211,41,43,filhos ou filhas,sintatico_discursivo,,,"Me parece Parece-me/Parece bizarro e até vergonhoso ver que , em um país onde a justiça não consegue prender nem os pedófilos espalhados por ele aí , perca perca-se tempo agora condenando as pessoas por darem "" selinhos "" em seus filhos ou filhas filhos , pelo simples fato de algumas pessoas acharem que existe apelo sexual neste tipo de comportamento ."
127,34,34,do,ortografia_lexical,,,"Os protestos que ocorreram tinham como propósito conscientizar a população sobre os possíveis maus-tratos aos animais que serviram como cobaia , porem porém tais movimentos tinham membros de grupos mau-intencionados mal-intencionados , como o do dos black blocs , infiltrados que utilizaram dos movimentos o movimento para dificultar a identificação de seus integrantes durante o ato de vandalismo que praticaram , fazendo ainda que o movimento perdesse sua credibilidade ."
1281,24,24,pela,sintatico_discursivo,,,"Ao Com o passar dos anos , as discussões sobre a aids veem vêm perdendo destaque , o que pode ser se dever tanto pela à utilização de drogas que prolongam a vida dos doentes , quanto pelo ao distanciamento da juventude atual a em relação à preocupação de com a prevenção ."
1424,21,21,essa,ortografia_lexical,,,"O FMI , juntamente com a própria União Européia Europeia , sob a liderança de Alemanha e França , tentam acabar essa com essa crise ."
1938,12,12,é,ortografia_acento,,,"É impossivel adivinhar o estado de espirito do motorista ao lado , é e por isso é melhor tomar uma atitude preventiva , pedir desculpas ao realizar alguma manobra arriscada sem a intençao de agredir outro motorista , evitar troca de olhares , seguindo para cara feia , gestos obscenos , palavroes ."
1798,29,29,à,crase_preposicao,,,"O castigo fisico vêm vem se tornando mais comum nas conversas entre crianças e adolescentes , mas com o novo projeto de lei que proibe proíbe o castigo fisico à a crianças e adolescentes , o cenário irá mudar completamente ."
611,23,23,uma,ortografia_lexical,,,"Com o passar do tempo , é inegável a tendência de que o individuo acumule experiência de vida , e com isso tenha uma maturidade maior para procurar decisões acertadas para suas escolhas , levando em consideração aquilo que já tenham vivenciado , ficaria claro que seria irrefutável que esta essa pessoa quanto mais velha , melhor se tornaria nas questões de relacionamento inter-pessoais interpessoais sobre tudo sobretudo amorosas , ; mas não é o que acontece , pois existem fatores importantes que controlam a maturidade , entre elas eles a personalidade , intensidade , os traumas emocionais e etc etc ."
132,1,2,incrivelmente assustador,ortografia_lexical,,,"É incrivelmente assustador quando o homem faz "" trocas de valores "" : inversão de prioridades ."
2322,4,4,vem,concordancia_verbal,,,Os avanços da medicina vem vêm nos ajudando muito para a eliminação das enfermidades do dia-dia dia a dia de todo ser humano .
457,7,9,"conturbado , isso",sintatico_discursivo,,,"O mês de outubro foi um mês conturbado , isso conturbado ."
548,35,40,"policiais e ""facilitar"" suas vidas .",sintatico_discursivo,,,"Também não podemos nos orgulhar dos recursos repassados para este setor que vem sendo menor do que o necessário necessário , o que acaba facilitando para o tráfico , que muitas vezes consegue corromper os policiais e ""facilitar"" suas vidas ."
889,15,17,"cotidiano , geram",sintatico_discursivo,,,"É evidente , portanto , que sociedades intimamente dispostas a aderirem ao ciclismo em seu cotidiano , geram cotidiano geram um ambiente mais satisfatório ."
463,14,15,se é,concordancia_verbal,,,"É importante que se tenha postura de ambas as partes , de tal forma se é é cumprido o tão utópico lema ""Ordem e progresso"" ."
3692,28,30,"feito , o",colocacao_pronominal,,,"Também deveria haver uma maior fiscalização e conscientização dos candidatos ao exibir suas propostas e tentar para tentarem oferecer aquilo que , se eleito , possa realmente ser feito , o feito ."
349,21,22,idade .,ortografia_lexical,,,"Hoje o álcool é encontrado em qual quer qualquer lugar e vendido para qual quer qualquer pessoa , independente de sua idade ."
709,2,2,nao,ortografia_lexical,,,"Apesar de nao não existir uma lei que possa punir o terrorismo , o brasil Brasil tem crescido muito em segurança publica pública , um dos exemplo mais conhecido exemplos mais conhecidos é a chegada da policia polícia pacificadora nos morro na cidade do rio de janeiro e outros estado morros da cidade do Rio de Janeiro e de outros Estados ."
352,0,29,"Com mentiras , criaram-se motivos para guerras e tratados de paz ; no plano interpessoal , são constantemente utilizadas pelas pessoas , demonstrando quanto ela está presente no cotidiano .",concordancia_verbal,,,"Com mentiras , criaram-se motivos para guerras e tratados de paz ; no plano interpessoal , são constantemente utilizadas pelas pessoas , demonstrando quanto ela está presente no cotidiano . A mentira revela uma certa fraqueza humana em lidar com a realidade ."
434,18,18,seu,ortografia_lexical,,,"Devemos resistir a vontade de vingar-nos vingança e devemos expressar amor , não se nos alegrando quando o seu nosso inimigo fracassa ."
2924,42,44,"defende , levando",sintatico_discursivo,,,"A imprensa no Brasil é livre para investigar , opinar , e publicar o que quiser , muitas vezes cometendo excessos ou pendendo para um dos lados do tema abordado , sem considerar as opiniões contrarias contrárias ao tema que a mídia defende , levando defende ."
2331,14,14,significância,ortografia_acento,,,"O lançamento deste desse projeto tem gerado muita polêmica , porém é de grande significância que os governantes busquem alternativas quanto aos menores que consome consomem drogas e pratica crime praticam crimes sem menhum juízo de valor ou interdição ."
556,17,17,alagoas,sintatico_discursivo,,,"Por conta disso houve grandes rebeliões e fugas , esta o que resultou na formação , em alagoas Alagoas , do maior quilombo do Brasil , Palmares , seu ícone Zunbi cujo maior ícone foi Zumbi ."
1435,31,31,tem,ortografia_lexical,,,"A defamação difamação e as calunias calúnias não fazem parte do jonalismo jornalismo , os meios de comunicação devem possuir responsabilidade ao divulgar determinadas noticias notícias , mostrar fatos reais , tem pois têm um dever com a sociedade e cabe a ela eles a responsabilidade de divulgar as informações ."
2449,36,36,nao,ortografia_lexical,,,"Nas escolas e até no trabalhos deve ter palestras educativas a respeito do lixo , mostrando como os catadores de lixo sofrem com a nossa irresponsabilidade , e se continuar assim daqui a uns 30 anos nao não vai mais haver lugar para construir lixões pela cidade ."
3189,24,24,adultos,sintatico_discursivo,,,"Hoje , com pouco mais de vinte e um anos , é um maior cuidando de menores e e , assim como os nossos adultos adultos , com pouca eficácia ."
2383,36,38,chuvas e embora,sintatico_discursivo,,,"Neste último episódio que ocorreu na área serrana do Rio de Janeiro , acometendo principalmente Teresópolis e Nova Friburgo , autoridades afirmaram que a catástrofe se deve ao foi decorrente do nunca antes visto volume de chuvas e embora chuvas ."
152,23,30,associados que uma pessoa que sofre com o,sintatico_discursivo,,,"Depressão , ansiedade , estresse , perda de auto-estima , problemas de relacionamento , abuso de drogas e álcool são os principais problemas associados que uma pessoa que sofre com o pelos quais a vítima do "" bullying "" pode passar ."
3516,14,14,parece,ortografia_lexical,,,"Esse conflito é vivenciado também no ambiente escolar , educadores pois educadores e alunos parece parecem não se entenderem , uma vez que os jovens , influenciados pelas divergências familiares , adotam atitudes passivas quanto aos estudos ."
3345,26,28,", e o",colocacao_pronominal,,,"O primeiro tem como grande protagonista principal representante os Estados Unidos e fez uma grande estátua como marco desde processo que nomeou como Estátua da Liberdade , e o Liberdade ."
3005,6,6,de,ortografia_lexical,,,"Outro fator decorrente do fácil acesso de ao crédito é o aumento nas taxas e e nos juros cobrados pelas instituições financeiras , que se utilizam deste desse quadro para diminuir os prejuízos dos endividados e obter lucro dos novos consumidores ."
3368,35,36,passará por,ortografia_lexical,,,"O trote nas Universidades , serve universidades serve como uma forma de integração entre calouros e veteranos , em que os novatos deveriam ser recebidos de forma a se familiarizar com o ambiente em que passará por passarão um certo período da vida ."
865,0,21,"Está comprovado cientificamente que as brigas e discussões entre as gerações se dão , principalmente , por se tratarem de culturas diferentes",concordancia_verbal,,,"Está comprovado cientificamente que as brigas e discussões entre as gerações se dão , principalmente , por se tratarem de culturas diferentes , em um mundo completamente tecnológico e informatizado , onde as pessoas conhecem cada vez mais seus direitos ."
2018,18,20,"pois , a",colocacao_pronominal,,,"Se a mulher mostra seu corpo mais corpo , mas de maneira adequada , não sofrerá assédios , pois , a pois a educação e o respeito a si próprio , muda própria mudam sua postura ."
1931,9,26,seria a gramática cheia de normas desnecessárias ou a comunicação seria afetada pela falta ou desvios dela ?,sintatico_discursivo,,,"Muitos discutem sobre a real utilidade da gramática : seria a gramática cheia de normas desnecessárias ou a comunicação seria afetada pela falta ou desvios dela ? De fato , a língua portuguesa é repleta de jeitos de falar ; é comum perceber as pessoas com novas palavras , novas gírias , muitas vezes fugindo das regras gramaticais ."
666,2,3,contra a,colocacao_pronominal,,,"Sou totalmente contra a contra qualquer tipo de aborto , exceto às quais correm nos casos em que a mulher corre risco de vida ."
986,13,13,encontram,ortografia_lexical,,,"Referente à capacidade de interpretar textos textos , a maioria dos brasileiros se encontram encontra aquém do ideal , tal ideal ."
3662,17,21,suas limitações devido sua idade,sintatico_discursivo,,,"Na cidade na qual ficamos , minha avó , uma baiana "" arretada "" , já com suas limitações devido sua idade as limitações da idade , sempre fazia dezenas de perguntas a à mesma pessoa , a qual respondia com uma serenidade de dar espanto - nem eu , neto dela , teria tanta paciência para responder as questões levantadas pela minha acompanhante da terceira idade !"
2733,7,7,presidenta,ortografia_lexical,,,"Por fim , como dito pela primeira presidenta presidente do país : ""Sim , a mulher pode ! "" ."
645,41,41,ao,crase_preposicao,,,"Como cada indivíduo têm tem sua opinião própria e liberdade de expressão , cabe á nos , respeitarmos cabe-nos respeitar o próximo , e suas atitudes , pois temos de nos conscientizar de questões maiores para nos conscientizar , em relação ao a um simples selinho ."
3369,27,27,educação,sintatico_discursivo,,,"Organizadores se demonstram mostram preocupados com a finalização das obras , e quando obras e , quando questionados a respeito de setores como os da saúde e educação educação , mostram indiferença , tentando deixa deixar evidente a importância deste acontecimento na ""terra do futebol"" ."
3138,26,26,Puro,sintatico_discursivo,,,"Assim os biografados se sentem explorados , pois suas vidas estão relatadas em um livro , e pessoas tirando proveito disso tudo sem serem autorizados ; Puro puro mercado , fama e dinheiro ."
907,7,7,senado,sintatico_discursivo,,,"A muito tempo vêem sendo discutido no senado Senado a concessão da meia entrada meia-entrada para jovens de baixa renda , estudantes , portadores de necessidades especial e idosos ."
1349,22,22,transito,ortografia_lexical,,,Ao longo do tempo elas irão tomar conta das cidades e com certeza as mesmas serão a melhor estratégia para melhorar o transito trânsito e a poluição no país .
2303,3,5,"importante , é",concordancia_verbal,,,"Um outro fator importante , é importante é o que passa na cabeça de uma pessoa que briga ."
2237,58,58,fisicas,ortografia_lexical,,,"A maioria dos pais veem esta essa situação como algo normal , permitindo que eles bebam dentro de casa , porém não pensam que eles mesmo podem se tornar vitimas deste vicio , mesmos podem se tornar vítimas desse vício , pois o álcool é o principal causador de mortes no trânsito , estupro e agressões , tanto fisicas quanto verbais ."
3766,32,43,"deixando um bebê morrer abandonados , jogados nos valões dos subúrbios urbanos",sintatico_discursivo,,,"É importante que a sociedade seja educada para respeitar os animais , o que não pode acontecer é a inversão de valores ao tratar um cachorro como se fosse um bebê , deixando um bebê morrer abandonados , jogados nos valões dos subúrbios urbanos ."
175,2,2,Sem,sintatico_discursivo,,,"É , Sem sem dúvida , um início de uma mudança e viável , o difícil é mudar o pensamentos das pessoas ."
3233,26,27,rua quie,ortografia_lexical,,,"Em outra vertente , está a população que tem o simples dever de separar o lixo orgânico do lixo reciclável e não jogar o lixo na rua quie rua , pois isso entope os bueiros , provocando as enchentes ."
2551,7,7,leva,ortografia_lexical,,,A convivência eis um dos meios que leva principalmente crianças e adolescentes a repetir aquilo que os pais ou familiares demonstram sobre visão deles .
2098,0,1,Em noventa,ortografia_lexical,,,"Em noventa Na década de 1990 , após vinte anos de ditadura militar no Brasil , o povo elege democraticamente o seu primeiro Presidente da República ."
3040,12,13,indivíduo .,ortografia_lexical,,,"O papel da escola é de suma importância na formação lingüística do indivíduo . Desta forma , indivíduo , pois cabe a ela ensinar a norma culta da língua ."
2670,18,19,que indefeso,ortografia_lexical,,,"Do animais , do outro lado pode-se observar o maltrato , a ação desumana para com o animal que indefeso que , indefeso , recebe um tratamento como se fosse um ser-não vivo se não fosse um ser vivo ."
1897,54,54,igualitário,ortografia_acento,,,"Pois somos submersos as evoluções que o mundo faz a cada tempo de mudanças , sendo assim , o "" homem "" ao desempenhar o papel de falso ou ele estas se alto- ajudando ou esta danificando a alguém ou a algo que lhe possa prejudicar , realizando qualquer atitude dessas no ambiente político igualitário ."
3716,31,32,uma amigo,concordancia_nominal,,,"Com a mentira na infância , as pessoas ao redor da mentirosa começam a olhar ela com outros olhos , ninguém gosta de viver no mundo da mentira , de ter uma amigo que mente o que possui pelo simples fato de querer ter algo ."
369,2,2,deles,ortografia_lexical,,,"A resposta deles dos governantes para esse tipo de pergunta é que são fatalidades , fenômenos naturais , dizem que nada podem fazer diante de tal acontecimento ."
3319,11,12,essas tem,concordancia_verbal,,,"Na medida em que duas pessoas têm afeto entre si , essas tem elas têm o direito de serem ser tratadas como família , tendo todos os direitos de do matrimônio , e de registrarem sua união ."
69,6,7,psiquê social,ortografia_lexical,,,""" Correntes "" são criadas pela psiquê social prendendo de psique social , prendendo , de algum modo , a todos ."
3796,10,11,"partes ,",ortografia_lexical,,,"Portanto , esse instrumento legal ampara e beneficia ambas as partes , partes e é obrigação do brasileiro enquanto cidadão ter o conhecimento ainda que superficial daquele que irá dirigir seu pais país ou sua cidade , a cidade ."
3237,1,1,porque,sintatico_discursivo,,,"Isso porque porque , ao anular o voto , comovido pela insatisfação subjetiva com a estrutura política , não se anulam as eleições ."
3323,37,41,que tenham o livro publicado,sintatico_discursivo,,,"Nestas biografias não autorizadas , podem conter Essas biografias não autorizadas podem conter inverdades sobre o biografado , e as pessoas retratadas nos livros alegam que os escritores não sabem o suficiente sobre suas vidas , para que tenham o livro publicado para escreverem um livro sobre ela ."
3700,28,30,"sofrem , sem",sintatico_discursivo,,,"Os manifestantes deveriam saber , antes de invadir propriedades particulares , que existem nas ruas , muitos ruas muitos animais , como cães e gatos , abandonados que sofrem , sem sofrem sem alimento e sem água ."
2175,32,34,Brasil o que,colocacao_pronominal,,,"Fomos recepcionar os jogadores no aeroporto com palavras desmotivadoras , culpando-os por uma copa Copa , apesar de que daqui a quatro anos teremos mais uma e , ironicamente , será no Brasil o que Brasil ."
3355,4,4,forma,sintatico_discursivo,,,"Fica claro , dessa forma forma , que a menor participação populacional no Estado é inegavelmente uma mera consequência da hipocrisia do indivíduo ."
1560,6,8,""" reciclagem """,sintatico_discursivo,,,"Todos teriam que passar por uma "" reciclagem "" reciclagem para que assim soubéssemos como se nos comportar no trânsito e conviver com as bicicletas ao lado de carros , motos , caminhões e ônibus , o que não é algo impossível e nem complicado de ser feito ."
1428,16,20,na maneira que os condiz,concordancia_nominal,,,"Com este novo projeto de lei , os pais perdem o direito de educar os filhos na maneira que os condiz da maneira que julgam adequada , sendo assim punidos por tentarem criar melhores cidadãos para o futuro ."
3701,23,25,"história , as",concordancia_nominal,,,"O Brasil foi evidenciado recentemente pela mídia internacional , por conta do crescente número da índice de criminalidade , antes nunca registrado na história , as história ."
2205,40,40,idéia,ortografia_acento,,,"Primeiramente eles tentaram tirar os beagles daquela situação que encontraram em que se encontavam , mas não pensaram em um porém porém , que essas pesquisas são importantes para nós nós , seres humanos , apesar de ser dolorosa a idéia ideia de ver seres vivos em uma situção situação como aquela ."
27,9,9,esta,ortografia_lexical,,,As pessoas estão mais vigilantes sobre com o que esta está acontecendo no país .
2895,17,18,"visem ,",ortografia_lexical,,,"Entretanto , a desigualdade social que resulta na violência precisa de ser combatida com iniciativas econômicas que visem , visem a , por exemplo : uma melhor distribuição de renda principalmente para educação , saúde , desemprego geração de empregos , segurança , entre outros ."
2207,3,3,a,crase_preposicao,,,É normal que a passar por todas essas etapas uma garota amadureça mais rapido que um garoto que aos 14 e 15 anos ainda tem infatilidades que normalmente elas detestam .
726,25,25,das,ortografia_lexical,,,"Mas para que tais revoluções nesses sítios se realizem , é preciso quebrar certos paradigmas de costumes , que tem têm uma influência teórica consolidada das nas pessoas , quando o assunto é o tipo de vestimenta adequado ."
3356,8,9,dessa batalha,ortografia_lexical,,,"Os valores de igualdade pregados pelo reverendo ícone dessa batalha da batalha contra isso , Martin Luther King , nunca foram tão deturpados ."
1299,3,3,conta-se,ortografia_lexical,,,"Ou seja , conta-se contam-se os votos nos candidatos e nos partidos , sem levar em consideração os brancos e nulos nos cálculos do resultado ."
873,2,4,"lembrar , da",sintatico_discursivo,,,"Muitos devem lembrar , da lembrar-se da eleição de cinco deputados federais , do já extinto PRONA ( Partido da Reedificação da Ordem Nacional ) , que se beneficiaram , diretamente , da votação expressiva do candidato Enéas Carneiro , famoso pelo seu bordão inconfundível : Meu nome é Enéas !"
495,30,30,ideologia,ortografia_lexical,,,"No Brasil se defende a ideologia tese de que o povo brasileiro é desprovido de preconceito e intolerância , contudo as ações praticadas por alguns membros desse povo derruba essa ideologia ideia ."
2930,1,3,muitas das vezes,concordancia_nominal,,,Portanto muitas das vezes muitas vezes agridem sem causa ou razão fazendo com que essa criança se revolte e acabe sendo tão violento ao ponto de destruir sua vida ou até mesmo o seu próximo .
1567,9,11,"todos , pedalar",concordancia_nominal,,,"Além disso disso , é um exercício benéfico para todos , pedalar todos pedalar até seu destino , para destino ."
832,20,20,então,ortografia_acento,,,"No século XIV , nasceu um grande clássico : A Divina Comédia , de Dante , e que , desde então então , coleciona inúmeros admiradores , é inspiração para obras de artes diversas , escritores e passou de arte e escritores diversos , além de ter passado por diversas adaptações ."
3771,14,18,não é lá essas coisas,concordancia_verbal,,,O nível educacional de maneira geral e particularmente quanto ao trânsito do povo brasileiro não é lá essas coisas e também é um forte fator de contribuição para o agravamento .
1454,30,32,que a bicicleta,colocacao_pronominal,,,"Trazendo ruas , trazendo , assim , menos poluição para a atmosfera , sabendo que uma vez que o carro emite gases poluentes por usar a gasolina como combustível e que a bicicleta que , para a bicicleta , é necessário apena apenas o esforço Físico físico de quem a conduz ."
709,40,49,morro na cidade do rio de janeiro e outros estado,concordancia_nominal,,,"Apesar de nao não existir uma lei que possa punir o terrorismo , o brasil Brasil tem crescido muito em segurança publica pública , um dos exemplo mais conhecido exemplos mais conhecidos é a chegada da policia polícia pacificadora nos morro na cidade do rio de janeiro e outros estado morros da cidade do Rio de Janeiro e de outros Estados ."
519,13,15,"água , deveria",sintatico_discursivo,,,"A revolta por parte daqueles mesmos que fazem o mal mau uso da água , deveria água deveria ser medida de acordo com seus fatos suas responsabilidades ."
653,6,9,na maioria os jovens,concordancia_nominal,,,"Os usuários de redes sociais , na maioria os jovens jovens em sua maioria , devem criar grupos e divulgar o problema para o maior número de pessoas possíveis , informando o risco que elas correm com a automedicação ."
1326,32,34,"punida , métodos",sintatico_discursivo,,,"Os castigos físicos , segundo especialistas , não são a maneira mais eficaz de corrigi corrigir uma criança , visto que muitas vezes ela não sabe por qual motivo esta está sendo punida , métodos punida ."
1800,1,1,Brasil,sintatico_discursivo,,,"O Brasil Brasil , como todo mundo está cansado de saber , é um país que apresenta elevados índices de desigualdade social e educacional ."
1219,7,8,"aonde ,",ortografia_lexical,,,"Essas são perguntas para pensar e ver aonde , onde a sociedade está errando e até que ponto ela vai continuar sem tomar certas providências para que isso não aconteça mais ."
2868,4,4,houve,ortografia_lexical,,,"Assim , se não houve houver uma completa conscientização da sociedade e uma mudança radical de com trata como tratar o próximo com amor e respeito , continuará continuarão os estresses , brigas e mortes no trânsito do Brasil ."
2752,18,18,sendo,ortografia_lexical,,,"Os produtos transgênicos estão presentes na agricultura , principalmente no cultivo da soja , algodão e milho , sendo tendo sido modificados para serem se tornar resistentes a pragas , doenças , serem pragas e doenças , bem como ficarem nutritivos e produtivos ."
2400,2,2,copa,sintatico_discursivo,,,"Logo a copa Copa certamente será o marco inicial de mudanças positivas para o povo , assim como nos estádios ."
2007,17,18,com base,ortografia_lexical,,,"Podemos tomar como exemplo o acordo ortográfico que entra em vigor ano que vem , que tem com base como objetivo todos os países adeptos da língua portuguesa escreverem da mesma forma ."
3803,0,0,Desta,ortografia_lexical,,,"Desta Dessa forma , há de se consentir que a autorização para a publicação das biografias deva existir , restando responsabilidades àqueles que vierem a violentar esse direito ."
3723,21,21,em,ortografia_lexical,,,"Adaptações dos textos clássicos , como os do escritor supracitado , com uma linguagem mais acessível , poderiam despertar o desejo em de conhecer mais da literatura brasileira ."
1773,23,23,ir,ortografia_lexical,,,"E em ano de eleição . eleição ! Nesse Neste 2014 , além de parar para ir as às urnas , o Brasil ir irá ou vai ter uma pausa para ver futebol ."
3601,12,14,aqueles são tabagista,concordancia_verbal,,,"Embora esse novo projeto de lei poder causar uma certa perseguição para aqueles são tabagista , é importante ressaltar que , estamos falando de milhares de pessoas que são obrigadas a conviverem com esse tipo de poluição tabagista ambiental ."
963,13,13,alta,ortografia_lexical,,,"Não obstante , a ""grana"" envolvida o dinheiro envolvido nessas transações é tão alta alto quanto a repercussão provocada , o que incita o interesse de muitas moças nesse comércio lucrativo ."
